"unique_id","study","study_log_number","project","gear_type","year","month","date","time","serial_number","station","species","depth","temp_surf","cond_surf","ppt_surf","temp_bott","cond_bott","ppt_bott","secchi","turbidity","total_body_weight","fork_length","gut_contents","total_gut_content_weight","total_number_of_prey","total_prey_weight","gut_fullness","fullness_rank","digestion_rank","debris_sand_silt_mud","unid_animal_material","unid_plant_material","stomach_gut_tissue","worm_pieces","acanthocyclops_spp","acartia_copepodid","acartia_spp","acartiella_copepodid","acartiella_sinensis","barnacle_nauplii","bosmina_spp","calanoid_copepodid","ceriodaphnia_spp","chironomid_larvae","clams","copepod_nauplii","corophium_type","crab_megalope","crab_zoea","cumaceans","cyclopoid_copepodid","daphnia_spp","diaphanosoma_spp","diaptomus_copepodid","diaptomus_spp","eurytemora_copepodid","eurytemora_nauplii","eurytemora_spp","fish_eggs","gammarus_type","harpacticoids","hyperacanthomysis_longirostris","isopods","limnoithona_copepodid","limnoithona_spp","longfin_smelt","neomysis_kadiakensis","neomysis_mercedis","nippoleucon_hinumensis","oithona_copepodid","oithona_davisae","osphranticum","ostracods","other_calanoid","other_cladocera","other_cyclopoid","other_insect_larvae","other_malacostraca","other_rotifer","other_zooplankton","pacific_herring","palaemon","prickly_sculpin","pseudodiaptomus_copepodid","pseudodiaptomus_forbesi","pseudodiaptomus_marinus","pseudodiaptomus_nauplii","pseudodiaptomus_spp","sinocalanus_copepodid","sinocalanus_nauplii","sinocalanus_spp","synchaeta","terrestrial_invertebrates","tortanus_copepodid","tortanus_dextrilobatus","tortanus_spp","tridentiger_spp","unid_amphipod","unid_calanoid","unid_cladocera","unid_copepod","unid_cyclopoid","unid_fish","unid_mysids"
"FLaSH_0225","FLaSH","0225","FMWT","MWT",2011,12,2011-12-09,"09:57","3263","507","Delta Smelt",8.5,9.8,7840,4.32,NA,12020,6.85,65,15.1,0.9732,53,"Y",0.0034,360,0.003608798,0.37081767,NA,NA,"N","N","N","N","N",0,0,0,31,5,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,304,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0226","FLaSH","0226","FMWT","MWT",2011,12,2011-12-09,"08:50","3243","518","Delta Smelt",3,9.8,8200,4.53,NA,9400,5.25,63,18.5,1.3125,58,"Y",NA,43,0.001590688,0.121195271,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0
"FLaSH_0227","FLaSH","0227","FMWT","MWT",2011,12,2011-12-09,"08:50","3242","518","Delta Smelt",3,9.8,8200,4.53,NA,9400,5.25,63,18.5,1.4386,58,"Y",0.0183,20,0.002037191,0.141609258,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"FLaSH_0228","FLaSH","0228","FMWT","MWT",2011,12,2011-12-12,"14:06","3401","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.7736,63,"Y",0.0053,27,0.001142194,0.064399749,NA,NA,"N","N","N","N","N",0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0229","FLaSH","0229","FMWT","MWT",2011,12,2011-12-12,"13:06","3320","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,1.7669,58,"Y",0.009,32,0.002437927,0.13797762,NA,NA,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
"FLaSH_0230","FLaSH","0230","FMWT","MWT",2011,12,2011-12-12,"13:40","3372","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.5247,59,"Y",0.0313,88,0.026676164,1.749600839,NA,NA,"N","N","N","N","N",2,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,8,7,0,6,4,1,0,0,0,0,16,1,0,0,0,0,0,0,NA,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
"FLaSH_0231","FLaSH","0231","FMWT","MWT",2011,12,2011-12-12,"14:51","3417","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.7209,63,"Y",0.0079,95,0.005204113,0.302406484,NA,NA,"N","N","Y","N","N",0,0,0,0,33,0,0,0,0,0,0,0,57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH_0232","FLaSH","0232","FMWT","MWT",2011,12,2011-12-12,"13:40","3366","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.937,64,"Y",0.0038,9,0.000407474,0.021036338,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0233","FLaSH","0233","FMWT","MWT",2011,12,2011-12-09,"08:50","3244","518","Delta Smelt",3,9.8,8200,4.53,NA,9400,5.25,63,18.5,1.8598,63,"Y",0.0108,152,0.004622944,0.248572104,NA,NA,"N","N","N","N","N",14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,34,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"FLaSH_0234","FLaSH","0234","FMWT","MWT",2011,12,2011-12-08,"13:28","3218","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.0254,49,"Y",0.0246,306,0.0084985,0.828798518,NA,NA,"N","N","N","N","N",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,29,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"FLaSH_0235","FLaSH","0235","FMWT","MWT",2011,12,2011-12-12,"14:06","3396","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.6885,59,"Y",0.0084,35,0.002318769,0.137327171,NA,NA,"N","N","N","N","N",0,0,0,0,9,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FLaSH_0236","FLaSH","0236","FMWT","MWT",2011,12,2011-12-12,"13:06","3331","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,2.0738,64,"Y",0.0119,121,0.004036688,0.194651752,NA,NA,"N","Y","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0237","FLaSH","0237","FMWT","MWT",2011,12,2011-12-12,"13:06","3347","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,2.03,67,"Y",0.0038,23,0.0011109,0.054724138,NA,NA,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FLaSH_0238","FLaSH","0238","FMWT","MWT",2011,12,2011-12-12,"13:06","3327","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,1.7921,64,"Y",0.0155,23,0.001120304,0.062513499,NA,NA,"N","N","N","N","N",0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
"FLaSH_0239","FLaSH","0239","FMWT","MWT",2011,12,2011-12-12,"13:06","3341","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,1.4855,60,"Y",NA,76,0.00386555,0.260218754,NA,NA,"N","Y","N","N","N",1,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0240","FLaSH","0240","FMWT","MWT",2011,12,2011-12-12,"13:06","3329","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,1.9968,65,"Y",0.0112,29,0.003752013,0.187901317,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0241","FLaSH","0241","FMWT","MWT",2011,12,2011-12-08,"13:28","3214","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,2.3394,62,"Y",NA,706,0.02833088,1.211031873,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,174,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH_0242","FLaSH","0242","FMWT","MWT",2011,12,2011-12-12,"13:06","3330","706","Delta Smelt",9.8,9.4,211,0.09,NA,264,0.11,83,10.5,1.8502,63,"Y",0.0066,16,0.000751274,0.040605043,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FLaSH_0243","FLaSH","0243","FMWT","MWT",2011,12,2011-12-12,"14:06","3398","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,0.9379,51,"Y",0.0024,10,0.000738143,0.078701653,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FLaSH_0244","FLaSH","0244","FMWT","MWT",2011,12,2011-12-12,"13:40","3365","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,2.8286,72,"Y",0.0137,20,0.001541337,0.054491178,NA,NA,"N","N","N","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FLaSH_0245","FLaSH","0245","FMWT","MWT",2011,12,2011-12-08,"13:28","3213","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.5279,59,"Y",0.0154,268,0.0092709,0.606774004,NA,NA,"N","N","N","N","N",188,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0246","FLaSH","0246","FMWT","MWT",2011,12,2011-12-12,"14:51","3416","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.3455,58,"Y",0.0076,101,0.005874598,0.436610811,NA,NA,"N","N","N","N","N",0,0,0,0,32,0,0,0,0,0,0,0,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
"FLaSH_0247","FLaSH","0247","FMWT","MWT",2011,12,2011-12-08,"10:30","3198","417","Delta Smelt",9.8,10.3,18050,10.64,NA,23330,14.08,63,12.5,1.2976,57,"Y",0.0086,73,0.0050765,0.391222256,NA,NA,"N","N","N","N","N",0,6,20,0,7,0,0,19,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"FLaSH_0248","FLaSH","0248","FMWT","MWT",2011,12,2011-12-12,"14:06","3402","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,2.0981,66,"Y",0.0121,170,0.005086916,0.242453479,NA,NA,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,119,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0249","FLaSH","0249","FMWT","MWT",2011,12,2011-12-08,"13:28","3222","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,2.0787,60,"Y",0.0572,391,0.0110211,0.530191947,NA,NA,"N","Y","N","N","N",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FLaSH_0250","FLaSH","0250","FMWT","MWT",2011,12,2011-12-08,"13:28","3215","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.8318,58,"Y",0.0431,292,0.010669,0.58243258,NA,NA,"N","N","N","N","N",243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH_0251","FLaSH","0251","FMWT","MWT",2011,12,2011-12-08,"13:28","3230","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.4969,52,"Y",0.0399,256,0.015790924,1.054908409,NA,NA,"N","N","N","N","N",188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH_0252","FLaSH","0252","FMWT","MWT",2011,12,2011-12-12,"13:40","3367","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.6084,56,"Y",0.0029,2,4.72e-05,0.002934593,NA,NA,"N","N","N","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"FLaSH_0253","FLaSH","0253","FMWT","MWT",2011,12,2011-12-12,"13:40","3378","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.7159,62,"Y",0.0113,20,0.001293647,0.075391776,NA,NA,"N","N","N","N","Y",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"FLaSH_0254","FLaSH","0254","FMWT","MWT",2011,12,2011-12-12,"14:51","3420","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.1097,56,"Y",0.0045,56,0.004017375,0.3620235,NA,NA,"N","N","N","N","N",0,0,0,0,7,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH_0255","FLaSH","0255","FMWT","MWT",2011,12,2011-12-12,"13:40","3380","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.8323,62,"Y",0.0052,11,0.001912452,0.104374379,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0256","FLaSH","0256","FMWT","MWT",2011,12,2011-12-12,"14:51","3422","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.3028,55,"Y",0.0078,109,0.004985423,0.382669834,NA,NA,"N","N","N","N","N",1,0,0,0,4,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,NA,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"FLaSH_0257","FLaSH","0257","FMWT","MWT",2011,12,2011-12-08,"13:28","3223","606","Delta Smelt",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.5416,58,"Y",0.0323,400,0.01083695,0.70296767,NA,NA,"N","N","N","N","N",183,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,187,7,0,0,1,0,1,5,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0
"FLaSH_0258","FLaSH","0258","FMWT","MWT",2011,12,2011-12-12,"14:51","3426","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.1934,54,"Y",NA,151,0.007589969,0.635995431,NA,NA,"N","N","N","N","N",0,0,0,0,3,0,0,0,0,0,0,0,92,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"FLaSH_0259","FLaSH","0259","FMWT","MWT",2011,12,2011-12-12,"13:40","3370","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.5563,61,"Y",0.0037,3,0.000341391,0.021936062,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0260","FLaSH","0260","FMWT","MWT",2011,12,2011-12-12,"14:06","3397","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.6314,60,"Y",0.0037,14,0.000643912,0.039469893,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0261","FLaSH","0261","FMWT","MWT",2011,12,2011-12-12,"13:40","3382","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.4006,60,"Y",0.0048,8,0.000724225,0.051708224,NA,NA,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0262","FLaSH","0262","FMWT","MWT",2011,12,2011-12-12,"14:51","3421","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.3454,57,"Y",0.0061,82,0.004721846,0.350962274,NA,NA,"Y","N","N","N","N",0,0,0,0,27,0,0,1,0,0,0,0,43,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0263","FLaSH","0263","FMWT","MWT",2011,12,2011-12-12,"13:40","3364","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,2.11,65,"Y",0.0069,5,0.001084862,0.051415283,NA,NA,"N","Y","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH_0264","FLaSH","0264","FMWT","MWT",2011,12,2011-12-12,"13:40","3381","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.2675,60,"Y",0.0053,23,0.000982,0.077475345,NA,NA,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"FLaSH_0265","FLaSH","0265","FMWT","MWT",2011,12,2011-12-12,"13:40","3368","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.316,58,"Y",0.0041,25,0.001137864,0.086463808,NA,NA,"N","Y","N","N","N",0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"FLaSH_0266","FLaSH","0266","FMWT","MWT",2011,12,2011-12-12,"14:51","3424","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.6172,61,"Y",NA,55,0.003015764,0.186480557,NA,NA,"N","N","N","N","N",0,0,0,0,4,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FLaSH_0267","FLaSH","0267","FMWT","MWT",2011,12,2011-12-12,"14:51","3418","703","Delta Smelt",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.1745,54,"Y",NA,120,0.005453738,0.464345546,NA,NA,"N","Y","N","N","N",0,0,0,0,27,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH_0268","FLaSH","0268","FMWT","MWT",2011,12,2011-12-07,"11:49","3175","502","Delta Smelt",13.4,10.6,13570,7.81,NA,19970,11.88,72,10.6,0.9023,50,"Y",0.0073,107,0.0079322,0.879108944,NA,NA,"N","N","N","N","Y",2,0,2,3,66,0,0,0,2,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0
"FLaSH_0269","FLaSH","0269","FMWT","MWT",2011,12,2011-12-12,"13:40","3384","705","Delta Smelt",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.7949,63,"Y",0.007,7,0.000247048,0.013763864,NA,NA,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0270","FLaSH","0270","FMWT","MWT",2011,12,2011-12-12,"14:06","3399","704","Delta Smelt",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.8658,64,"Y",0.0064,24,0.00096474,0.051706506,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH_0271","FLaSH","0271","FMWT","MWT",2011,12,2011-12-09,"08:26","3235","517","Delta Smelt",5.5,9.4,7500,4.12,NA,11300,6.41,53,12.8,2.2973,66,"Y",0.0227,18,0.004140978,0.180254144,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
