FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.2,,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.2,,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.3,,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,0.9,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.1,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.2,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,,1.2,G,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,C. alienense,1.7,,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,A. spinicorne,1.1,G,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,juvenile Corophium,1.1,,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,,1.6,,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,juvenile Corophium,1.1,,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,juvenile Corophium,1,,
232,FMWT,12/12/2011 0:00,705,delta smelt,3366,Corophium,juvenile Corophium,1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.1,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.2,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1.2,,
233,FMWT,12/9/2011 0:00,518,delta smelt,3244,Corophium,,1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Hyperacanthomysis longirostris,,3.3,ED,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.3,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.2,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.2,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Corophium,,1.1,,
235,FMWT,12/12/2011 0:00,704,delta smelt,3396,Unid Amphipod,Unid amphipod,1.1,G,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.1,G,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,0.8,,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.1,,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.1,,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.1,,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.2,,
236,FMWT,12/12/2011 0:00,706,delta smelt,3331,Corophium,,1.3,,
237,FMWT,12/12/2011 0:00,706,delta smelt,3347,Corophium,,1,,
238,FMWT,12/12/2011 0:00,706,delta smelt,3327,Corophium,,1.2,,
238,FMWT,12/12/2011 0:00,706,delta smelt,3327,Unid Amphipod,Unid amphipod,1.2,G,
239,FMWT,12/12/2011 0:00,706,delta smelt,3341,Corophium,,1,,
239,FMWT,12/12/2011 0:00,706,delta smelt,3341,Corophium,,1,,
239,FMWT,12/12/2011 0:00,706,delta smelt,3341,Corophium,,1.1,,
239,FMWT,12/12/2011 0:00,706,delta smelt,3341,Corophium,,1,G,
240,FMWT,12/12/2011 0:00,706,delta smelt,3329,Corophium,A. spinicorne,5.3,,
240,FMWT,12/12/2011 0:00,706,delta smelt,3329,Corophium,,1,,
240,FMWT,12/12/2011 0:00,706,delta smelt,3329,Corophium,,1,,
240,FMWT,12/12/2011 0:00,706,delta smelt,3329,Corophium,,1.1,,
240,FMWT,12/12/2011 0:00,706,delta smelt,3329,Corophium,,1,G,
241,FMWT,12/8/2011 0:00,606,delta smelt,3214,Unid Mysids,,1.8,M,
242,FMWT,12/12/2011 0:00,706,delta smelt,3330,Corophium,,1.1,,
242,FMWT,12/12/2011 0:00,706,delta smelt,3330,Corophium,,1.1,G,
242,FMWT,12/12/2011 0:00,706,delta smelt,3330,Unid Amphipod,Unid amphipod,1.1,G,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.1,,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.1,,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.2,,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.2,,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.1,G,
243,FMWT,12/12/2011 0:00,704,delta smelt,3398,Corophium,,1.2,G,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,0.8,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,0.8,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,0.9,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,0.9,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,0.9,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,1,,
244,FMWT,12/12/2011 0:00,705,delta smelt,3365,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Unid Mysids,,2.6,ED,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.3,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.5,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,C. alienense,1.7,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.1,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.2,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,,1.3,,
251,FMWT,12/8/2011 0:00,606,delta smelt,3230,Hyperacanthomysis longirostris,,8,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Hyperacanthomysis longirostris,,3.3,M,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Corophium,,1.1,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Corophium,,1.1,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Corophium,,1.1,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Corophium,,1.2,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Corophium,,1.2,,
253,FMWT,12/12/2011 0:00,705,delta smelt,3378,Unid Amphipod,Unid amphipod,1.1,G,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Unid Mysids,,2.6,ED,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Hyperacanthomysis longirostris,,2.6,G,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.2,G,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1.1,G,
254,FMWT,12/12/2011 0:00,703,delta smelt,3420,Corophium,,1,G,
255,FMWT,12/12/2011 0:00,705,delta smelt,3380,Hyperacanthomysis longirostris,,3.3,M,
255,FMWT,12/12/2011 0:00,705,delta smelt,3380,Gammarus,,4,,
255,FMWT,12/12/2011 0:00,705,delta smelt,3380,Corophium,juvenile Corophium,1.1,,
255,FMWT,12/12/2011 0:00,705,delta smelt,3380,Corophium,juvenile Corophium,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Unid Mysids,,1.8,ED,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,2.2,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,2.2,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,2.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Hyperacanthomysis longirostris,,1.8,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,G,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,juvenile Corophium,0.8,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,0.9,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.1,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
256,FMWT,12/12/2011 0:00,703,delta smelt,3422,Corophium,,1.2,,
257,FMWT,12/8/2011 0:00,606,delta smelt,3223,Corophium,juvenile Corophium,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Unid Mysids,,1.8,M,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Unid Mysids,,1.8,M,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Unid Mysids,,1.8,M,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.8,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.8,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.1,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.2,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.3,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1.3,,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.7,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.8,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,0.9,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
258,FMWT,12/12/2011 0:00,703,delta smelt,3426,Corophium,,1,G,
